Demetrious Johnson,Wilson Reis,win
Demetrious Johnson,Tim Elliott,win
Demetrious Johnson,Henry Cejudo,win
Demetrious Johnson,John Dodson,win
Demetrious Johnson,Kyoji Horiguchi,win
Demetrious Johnson,Chris Cariaso,win
Demetrious Johnson,Ali Bagautinov,win
Demetrious Johnson,Joseph Benavidez,win
Demetrious Johnson,John Moraga,win
Demetrious Johnson,John Dodson,win
Demetrious Johnson,Joseph Benavidez,win
Demetrious Johnson,Ian McCall,win
Demetrious Johnson,Ian McCall,draw
Demetrious Johnson,Dominick Cruz,loss
Demetrious Johnson,Miguel Torres,win
Demetrious Johnson,Norifumi Yamamoto,win
Demetrious Johnson,Damacio Page,win
Demetrious Johnson,Nick Pace,win
Demetrious Johnson,Brad Pickett,loss
Joseph Benavidez,Henry Cejudo,win
Joseph Benavidez,Zach Makovsky,win
Joseph Benavidez,Ali Bagautinov,win
Joseph Benavidez,John Moraga,win
Joseph Benavidez,Dustin Ortiz,win
Joseph Benavidez,Tim Elliott,win
Joseph Benavidez,Demetrious Johnson,loss
Joseph Benavidez,Jussier Formiga,win
Joseph Benavidez,Darren Uyenoyama,win
Joseph Benavidez,Ian McCall,win
Joseph Benavidez,Demetrious Johnson,loss
Joseph Benavidez,Yasuhiro Urushitani,win
Joseph Benavidez,Eddie Wineland,win
Joseph Benavidez,Ian Loveland,win
Joseph Benavidez,Wagnney Fabiano,win
Joseph Benavidez,Dominick Cruz,loss
Joseph Benavidez,Miguel Torres,win
Joseph Benavidez,Rani Yahya,win
Joseph Benavidez,Dominick Cruz,loss
Joseph Benavidez,Jeff Curran,win
Joseph Benavidez,Danny Martinez,win
Joseph Benavidez,Junya Kudo,win
Henry Cejudo,Wilson Reis,win
Henry Cejudo,Joseph Benavidez,loss
Henry Cejudo,Demetrious Johnson,loss
Henry Cejudo,Jussier Formiga,win
Henry Cejudo,Chico Camus,win
Henry Cejudo,Chris Cariaso,win
Henry Cejudo,Dustin Kimura,win
Ray Borg,Jussier Formiga,win
Ray Borg,Louis Smolka,win
Ray Borg,Justin Scoggins,loss
Ray Borg,Geane Herrera,win
Ray Borg,Chris Kelades,win
Ray Borg,Shane Howell,win
Ray Borg,Dustin Ortiz,loss
Sergio Pettis,Brandon Moreno,win
Sergio Pettis,John Moraga,win
Sergio Pettis,Chris Kelades,win
Sergio Pettis,Chris Cariaso,win
Sergio Pettis,Ryan Benoit,loss
Sergio Pettis,Matt Hobar,win
Sergio Pettis,Yaotzin Meza,win
Sergio Pettis,Alex Caceres,loss
Sergio Pettis,Will Campuzano,win
Jussier Formiga,Ulka Sasaki,win
Jussier Formiga,Ray Borg,loss
Jussier Formiga,Dustin Ortiz,win
Jussier Formiga,Henry Cejudo,loss
Jussier Formiga,Wilson Reis,win
Jussier Formiga,Zach Makovsky,win
Jussier Formiga,Scott Jorgensen,win
Jussier Formiga,Joseph Benavidez,loss
Jussier Formiga,Chris Cariaso,win
Jussier Formiga,John Dodson,loss
Wilson Reis,Henry Cejudo,loss
Wilson Reis,Demetrious Johnson,loss
Wilson Reis,Ulka Sasaki,win
Wilson Reis,Hector Sandoval,win
Wilson Reis,Dustin Ortiz,win
Wilson Reis,Jussier Formiga,loss
Wilson Reis,Scott Jorgensen,win
Wilson Reis,Joby Sanchez,win
Wilson Reis,Iuri Alcantara,loss
Wilson Reis,Ivan Menjivar,win
Brandon Moreno,Sergio Pettis,loss
Brandon Moreno,Dustin Ortiz,win
Brandon Moreno,Ryan Benoit,win
Brandon Moreno,Louis Smolka,win
Ben Nguyen,Tim Elliott,win
Ben Nguyen,Geane Herrera,win
Ben Nguyen,Louis Smolka,loss
Ben Nguyen,Ryan Benoit,win
Ben Nguyen,Alptekin Ozkilic,win
Tim Elliott,Ben Nguyen,loss
Tim Elliott,Louis Smolka,win
Tim Elliott,Demetrious Johnson,loss
Tim Elliott,Zach Makovsky,loss
Tim Elliott,Joseph Benavidez,loss
Tim Elliott,Ali Bagautinov,loss
Tim Elliott,Louis Gaudinot,win
Tim Elliott,Jared Papazian,win
Tim Elliott,John Dodson,loss
John Moraga,Ashkan Mokhtarian,win
John Moraga,Sergio Pettis,loss
John Moraga,Matheus Nicolau,loss
John Moraga,Joseph Benavidez,loss
John Moraga,Willie Gates,win
John Moraga,Justin Scoggins,win
John Moraga,John Dodson,loss
John Moraga,Dustin Ortiz,win
John Moraga,Demetrious Johnson,loss
John Moraga,Chris Cariaso,win
John Moraga,Ulysses Gomez,win
Dustin Ortiz,Hector Sandoval,win
Dustin Ortiz,Brandon Moreno,loss
Dustin Ortiz,Zach Makovsky,win
Dustin Ortiz,Jussier Formiga,loss
Dustin Ortiz,Wilson Reis,loss
Dustin Ortiz,Willie Gates,win
Dustin Ortiz,Joseph Benavidez,loss
Dustin Ortiz,Justin Scoggins,win
Dustin Ortiz,Ray Borg,win
Dustin Ortiz,John Moraga,loss
Dustin Ortiz,Jose Maria,win
Dustin Ortiz,Matt Horning,win
Dustin Ortiz,Justin Pennington,win
Ian McCall,John Lineker,loss
Ian McCall,Brad Pickett,win
Ian McCall,Iliarde Santos,win
Ian McCall,Joseph Benavidez,loss
Ian McCall,Demetrious Johnson,loss
Ian McCall,Demetrious Johnson,draw
Ian McCall,Dominick Cruz,loss
Ian McCall,Charlie Valencia,loss
Ian McCall,Coty Wheeler,win
Alexandre Pantoja,Neil Seery,win
Alexandre Pantoja,Eric Shelton,win
Louis Smolka,Tim Elliott,loss
Louis Smolka,Ray Borg,loss
Louis Smolka,Brandon Moreno,loss
Louis Smolka,Ben Nguyen,win
Louis Smolka,Paddy Holohan,win
Louis Smolka,Neil Seery,win
Louis Smolka,Richie Vaculik,win
Louis Smolka,Chris Cariaso,loss
Louis Smolka,Alptekin Ozkilic,win
Magomed Bibulatov,Jenel Lausa,win
Cody Garbrandt,Dominick Cruz,win
Cody Garbrandt,Takeya Mizugaki,win
Cody Garbrandt,Thomas Almeida,win
Cody Garbrandt,Augusto Mendes,win
Cody Garbrandt,Henry Briones,win
Cody Garbrandt,Marcus Brimage,win
Dominick Cruz,Cody Garbrandt,loss
Dominick Cruz,Urijah Faber,win
Dominick Cruz,TJ Dillashaw,win
Dominick Cruz,Takeya Mizugaki,win
Dominick Cruz,Demetrious Johnson,win
Dominick Cruz,Urijah Faber,win
Dominick Cruz,Scott Jorgensen,win
Dominick Cruz,Joseph Benavidez,win
Dominick Cruz,Brian Bowles,win
Dominick Cruz,Joseph Benavidez,win
Dominick Cruz,Ivan Lopez,win
Dominick Cruz,Ian McCall,win
Dominick Cruz,Charlie Valencia,win
Dominick Cruz,Urijah Faber,loss
TJ Dillashaw,John Lineker,win
TJ Dillashaw,Raphael Assuncao,win
TJ Dillashaw,Dominick Cruz,loss
TJ Dillashaw,Renan Barao,win
TJ Dillashaw,Joe Soto,win
TJ Dillashaw,Renan Barao,win
TJ Dillashaw,Mike Easton,win
TJ Dillashaw,Raphael Assuncao,loss
TJ Dillashaw,Hugo Viana,win
TJ Dillashaw,Issei Tamura,win
TJ Dillashaw,Vaughan Lee,win
TJ Dillashaw,Walel Watson,win
TJ Dillashaw,John Dodson,loss
Jimmie Rivera,Thomas Almeida,win
Jimmie Rivera,Urijah Faber,win
Jimmie Rivera,Iuri Alcantara,win
Jimmie Rivera,Pedro Munhoz,win
Jimmie Rivera,Marcus Brimage,win
Raphael Assuncao,Marlon Moraes,win
Raphael Assuncao,Aljamain Sterling,win
Raphael Assuncao,TJ Dillashaw,loss
Raphael Assuncao,Bryan Caraway,win
Raphael Assuncao,Pedro Munhoz,win
Raphael Assuncao,TJ Dillashaw,win
Raphael Assuncao,Vaughan Lee,win
Raphael Assuncao,Mike Easton,win
Raphael Assuncao,Issei Tamura,win
Raphael Assuncao,Johnny Eduardo,win
Raphael Assuncao,Erik Koch,loss
Raphael Assuncao,LC Davis,win
Raphael Assuncao,Diego Nunes,loss
Raphael Assuncao,Urijah Faber,loss
Raphael Assuncao,Yves Jabouin,win
Raphael Assuncao,Jameel Massouh,win
John Lineker,TJ Dillashaw,loss
John Lineker,John Dodson,win
John Lineker,Michael McDonald,win
John Lineker,Rob Font,win
John Lineker,Francisco Rivera,win
John Lineker,Ian McCall,win
John Lineker,Alptekin Ozkilic,win
John Lineker,Ali Bagautinov,loss
John Lineker,Phil Harris,win
John Lineker,Jose Maria,win
John Lineker,Azamat Gashimov,win
John Lineker,Yasuhiro Urushitani,win
John Lineker,Louis Gaudinot,loss
Bryan Caraway,Aljamain Sterling,win
Bryan Caraway,Eddie Wineland,win
Bryan Caraway,Raphael Assuncao,loss
Bryan Caraway,Erik Perez,win
Bryan Caraway,Johnny Bedford,win
Bryan Caraway,Takeya Mizugaki,loss
Bryan Caraway,Mitch Gagnon,win
Bryan Caraway,Dustin Neace,win
Bryan Caraway,Fredson Paixao,loss
Bryan Caraway,Mark Hominick,loss
Bryan Caraway,Alex Zuniga,win
Bryan Caraway,Alvin Cacdac,win
Aljamain Sterling,Renan Barao,win
Aljamain Sterling,Augusto Mendes,win
Aljamain Sterling,Raphael Assuncao,loss
Aljamain Sterling,Bryan Caraway,loss
Aljamain Sterling,Johnny Eduardo,win
Aljamain Sterling,Takeya Mizugaki,win
Aljamain Sterling,Hugo Viana,win
Aljamain Sterling,Cody Gibson,win
John Dodson,Eddie Wineland,win
John Dodson,John Lineker,loss
John Dodson,Manvel Gamburyan,win
John Dodson,Demetrious Johnson,loss
John Dodson,Zach Makovsky,win
John Dodson,John Moraga,win
John Dodson,Darrell Montague,win
John Dodson,Demetrious Johnson,loss
John Dodson,Jussier Formiga,win
John Dodson,Tim Elliott,win
John Dodson,TJ Dillashaw,win
Thomas Almeida,Jimmie Rivera,loss
Thomas Almeida,Albert Morales,win
Thomas Almeida,Cody Garbrandt,loss
Thomas Almeida,Anthony Birchak,win
Thomas Almeida,Brad Pickett,win
Thomas Almeida,Yves Jabouin,win
Thomas Almeida,Tim Gorman,win
Marlon Moraes,Raphael Assuncao,loss
Eddie Wineland,John Dodson,loss
Eddie Wineland,Takeya Mizugaki,win
Eddie Wineland,Frankie Saenz,win
Eddie Wineland,Bryan Caraway,loss
Eddie Wineland,Johnny Eduardo,loss
Eddie Wineland,Yves Jabouin,win
Eddie Wineland,Renan Barao,loss
Eddie Wineland,Brad Pickett,win
Eddie Wineland,Scott Jorgensen,win
Eddie Wineland,Joseph Benavidez,loss
Eddie Wineland,Urijah Faber,loss
Eddie Wineland,Ken Stone,win
Eddie Wineland,Will Campuzano,win
Eddie Wineland,George Roop,win
Eddie Wineland,Manny Tapia,win
Eddie Wineland,Rani Yahya,loss
Eddie Wineland,Chase Beebe,loss
Eddie Wineland,Antonio Banuelos,win
Pedro Munhoz,Damian Stasiak,win
Pedro Munhoz,Justin Scoggins,win
Pedro Munhoz,Russell Doane,win
Pedro Munhoz,Jimmie Rivera,loss
Pedro Munhoz,Jerrod Sanders,nc
Pedro Munhoz,Matt Hobar,win
Pedro Munhoz,Raphael Assuncao,loss
Rob Font,Douglas Silva de Andrade,win
Rob Font,Matt Schnell,win
Rob Font,John Lineker,loss
Rob Font,Joey Gomez,win
Rob Font,George Roop,win
Matthew Lopez,Johnny Eduardo,win
Matthew Lopez,Mitch Gagnon,win
Matthew Lopez,Rani Yahya,loss
Johnny Eduardo,Matthew Lopez,loss
Johnny Eduardo,Manvel Gamburyan,win
Johnny Eduardo,Aljamain Sterling,loss
Johnny Eduardo,Eddie Wineland,win
Johnny Eduardo,Jeff Curran,win
Johnny Eduardo,Raphael Assuncao,loss
Max Holloway,Jose Aldo,win
Max Holloway,Anthony Pettis,win
Max Holloway,Ricardo Lamas,win
Max Holloway,Jeremy Stephens,win
Max Holloway,Charles Oliveira,win
Max Holloway,Cub Swanson,win
Max Holloway,Cole Miller,win
Max Holloway,Akira Corassani,win
Max Holloway,Clay Collard,win
Max Holloway,Andre Fili,win
Max Holloway,Will Chope,win
Max Holloway,Conor McGregor,loss
Max Holloway,Dennis Bermudez,loss
Max Holloway,Leonard Garcia,win
Max Holloway,Justin Lawrence,win
Max Holloway,Pat Schilling,win
Max Holloway,Dustin Poirier,loss
Jose Aldo,Max Holloway,loss
Jose Aldo,Frankie Edgar,win
Jose Aldo,Conor McGregor,loss
Jose Aldo,Chad Mendes,win
Jose Aldo,Ricardo Lamas,win
Jose Aldo,Chan Sung Jung,win
Jose Aldo,Frankie Edgar,win
Jose Aldo,Chad Mendes,win
Jose Aldo,Kenny Florian,win
Jose Aldo,Mark Hominick,win
Jose Aldo,Manvel Gamburyan,win
Jose Aldo,Urijah Faber,win
Jose Aldo,Mike Brown,win
Jose Aldo,Cub Swanson,win
Jose Aldo,Chris Mickle,win
Jose Aldo,Rolando Perez,win
Jose Aldo,Jonathan Brookins,win
Jose Aldo,Alexandre Franca Nogueira,win
Frankie Edgar,Yair Rodriguez,win
Frankie Edgar,Jeremy Stephens,win
Frankie Edgar,Jose Aldo,loss
Frankie Edgar,Chad Mendes,win
Frankie Edgar,Urijah Faber,win
Frankie Edgar,Cub Swanson,win
Frankie Edgar,BJ Penn,win
Frankie Edgar,Charles Oliveira,win
Frankie Edgar,Jose Aldo,loss
Frankie Edgar,Benson Henderson,loss
Frankie Edgar,Benson Henderson,loss
Frankie Edgar,Gray Maynard,win
Frankie Edgar,Gray Maynard,draw
Frankie Edgar,BJ Penn,win
Frankie Edgar,BJ Penn,win
Frankie Edgar,Matt Veach,win
Frankie Edgar,Sean Sherk,win
Frankie Edgar,Hermes Franca,win
Frankie Edgar,Gray Maynard,loss
Frankie Edgar,Spencer Fisher,win
Frankie Edgar,Mark Bocek,win
Frankie Edgar,Tyson Griffin,win
Ricardo Lamas,Jason Knight,win
Ricardo Lamas,Charles Oliveira,win
Ricardo Lamas,Max Holloway,loss
Ricardo Lamas,Diego Sanchez,win
Ricardo Lamas,Chad Mendes,loss
Ricardo Lamas,Dennis Bermudez,win
Ricardo Lamas,Hacran Dias,win
Ricardo Lamas,Jose Aldo,loss
Ricardo Lamas,Erik Koch,win
Ricardo Lamas,Hatsu Hioki,win
Ricardo Lamas,Cub Swanson,win
Ricardo Lamas,Matt Grice,win
Ricardo Lamas,Iuri Alcantara,loss
Ricardo Lamas,Dave Jansen,win
Ricardo Lamas,Bendy Casimir,win
Ricardo Lamas,James Krause,win
Ricardo Lamas,Danny Castillo,loss
Ricardo Lamas,Bart Palaszewski,win
Cub Swanson,Artem Lobov,win
Cub Swanson,Dooho Choi,win
Cub Swanson,Tatsuya Kawajiri,win
Cub Swanson,Hacran Dias,win
Cub Swanson,Max Holloway,loss
Cub Swanson,Frankie Edgar,loss
Cub Swanson,Jeremy Stephens,win
Cub Swanson,Dennis Siver,win
Cub Swanson,Dustin Poirier,win
Cub Swanson,Charles Oliveira,win
Cub Swanson,Ross Pearson,win
Cub Swanson,George Roop,win
Cub Swanson,Ricardo Lamas,loss
Cub Swanson,Mackens Semerzier,win
Cub Swanson,Chad Mendes,loss
Cub Swanson,John Franchi,win
Cub Swanson,Jose Aldo,loss
Cub Swanson,Hiroyuki Takaya,win
Cub Swanson,Jens Pulver,loss
Cub Swanson,Micah Miller,win
Cub Swanson,Tommy Lee,win
Chan Sung Jung,Dennis Bermudez,win
Chan Sung Jung,Jose Aldo,loss
Chan Sung Jung,Dustin Poirier,win
Chan Sung Jung,Mark Hominick,win
Chan Sung Jung,Leonard Garcia,win
Chan Sung Jung,George Roop,loss
Chan Sung Jung,Leonard Garcia,loss
Brian Ortega,Renato Moicano,win
Brian Ortega,Clay Guida,win
Brian Ortega,Diego Brandao,win
Brian Ortega,Thiago Tavares,win
Brian Ortega,Mike de la Torre,nc
Yair Rodriguez,Frankie Edgar,loss
Yair Rodriguez,BJ Penn,win
Yair Rodriguez,Alex Caceres,win
Yair Rodriguez,Andre Fili,win
Yair Rodriguez,Dan Hooker,win
Yair Rodriguez,Charles Rosa,win
Yair Rodriguez,Leonardo Morales,win
Jeremy Stephens,Gilbert Melendez,win
Jeremy Stephens,Renato Moicano,loss
Jeremy Stephens,Frankie Edgar,loss
Jeremy Stephens,Renan Barao,win
Jeremy Stephens,Max Holloway,loss
Jeremy Stephens,Dennis Bermudez,win
Jeremy Stephens,Charles Oliveira,loss
Jeremy Stephens,Cub Swanson,loss
Jeremy Stephens,Darren Elkins,win
Jeremy Stephens,Rony Jason,win
Jeremy Stephens,Estevan Payan,win
Jeremy Stephens,Yves Edwards,loss
Jeremy Stephens,Donald Cerrone,loss
Jeremy Stephens,Anthony Pettis,loss
Jeremy Stephens,Danny Downes,win
Jeremy Stephens,Marcus Davis,win
Jeremy Stephens,Melvin Guillard,loss
Jeremy Stephens,Sam Stout,win
Jeremy Stephens,Justin Buchholz,win
Jeremy Stephens,Gleison Tibau,loss
Jeremy Stephens,Joe Lauzon,loss
Jeremy Stephens,Rafael Dos Anjos,win
Jeremy Stephens,Spencer Fisher,loss
Jeremy Stephens,Cole Miller,win
Jeremy Stephens,Diego Saraiva,win
Jeremy Stephens,Din Thomas,loss
Darren Elkins,Dennis Bermudez,win
Darren Elkins,Mirsad Bektic,win
Darren Elkins,Godofredo Pepey,win
Darren Elkins,Chas Skelly,win
Darren Elkins,Rob Whiteford,win
Darren Elkins,Hacran Dias,loss
Darren Elkins,Lucas Martins,win
Darren Elkins,Jeremy Stephens,loss
Darren Elkins,Hatsu Hioki,win
Darren Elkins,Chad Mendes,loss
Darren Elkins,Antonio Carvalho,win
Darren Elkins,Steven Siler,win
Darren Elkins,Diego Brandao,win
Darren Elkins,Tiequan Zhang,win
Darren Elkins,Michihiro Omigawa,win
Darren Elkins,Charles Oliveira,loss
Darren Elkins,Duane Ludwig,win
Renato Moicano,Brian Ortega,loss
Renato Moicano,Jeremy Stephens,win
Renato Moicano,Zubaira Tukhugov,win
Renato Moicano,Tom Niinimaki,win
Dennis Bermudez,Darren Elkins,loss
Dennis Bermudez,Chan Sung Jung,loss
Dennis Bermudez,Rony Jason,win
Dennis Bermudez,Tatsuya Kawajiri,win
Dennis Bermudez,Jeremy Stephens,loss
Dennis Bermudez,Ricardo Lamas,loss
Dennis Bermudez,Clay Guida,win
Dennis Bermudez,Jimy Hettes,win
Dennis Bermudez,Steven Siler,win
Dennis Bermudez,Max Holloway,win
Dennis Bermudez,Matt Grice,win
Dennis Bermudez,Tommy Hayden,win
Dennis Bermudez,Pablo Garza,win
Dennis Bermudez,Diego Brandao,loss
Dooho Choi,Cub Swanson,loss
Dooho Choi,Thiago Tavares,win
Dooho Choi,Sam Sicilia,win
Dooho Choi,Juan Puig,win
Mirsad Bektic,Darren Elkins,loss
Mirsad Bektic,Russell Doane,win
Mirsad Bektic,Lucas Martins,win
Mirsad Bektic,Paul Redmond,win
Mirsad Bektic,Chas Skelly,win
Myles Jury,Mike de la Torre,win
Myles Jury,Charles Oliveira,loss
Myles Jury,Donald Cerrone,loss
Myles Jury,Takanori Gomi,win
Myles Jury,Diego Sanchez,win
Myles Jury,Mike Ricci,win
Myles Jury,Ramsey Nijem,win
Myles Jury,Michael Johnson,win
Myles Jury,Chris Saunders,win
Jason Knight,Ricardo Lamas,loss
Jason Knight,Chas Skelly,win
Jason Knight,Alex Caceres,win
Jason Knight,Dan Hooker,win
Jason Knight,Jim Alers,win
Jason Knight,Tatsuya Kawajiri,loss
Conor McGregor,Eddie Alvarez,win
Conor McGregor,Nate Diaz,win
Conor McGregor,Nate Diaz,loss
Conor McGregor,Jose Aldo,win
Conor McGregor,Chad Mendes,win
Conor McGregor,Dennis Siver,win
Conor McGregor,Dustin Poirier,win
Conor McGregor,Diego Brandao,win
Conor McGregor,Max Holloway,win
Conor McGregor,Marcus Brimage,win
Khabib Nurmagomedov,Michael Johnson,win
Khabib Nurmagomedov,Darrell Horcher,win
Khabib Nurmagomedov,Rafael Dos Anjos,win
Khabib Nurmagomedov,Pat Healy,win
Khabib Nurmagomedov,Abel Trujillo,win
Khabib Nurmagomedov,Thiago Tavares,win
Khabib Nurmagomedov,Gleison Tibau,win
Khabib Nurmagomedov,Kamal Shalorus,win
Tony Ferguson,Rafael Dos Anjos,win
Tony Ferguson,Lando Vannata,win
Tony Ferguson,Edson Barboza,win
Tony Ferguson,Josh Thomson,win
Tony Ferguson,Gleison Tibau,win
Tony Ferguson,Abel Trujillo,win
Tony Ferguson,Danny Castillo,win
Tony Ferguson,Katsunori Kikuno,win
Tony Ferguson,Mike Rio,win
Tony Ferguson,Michael Johnson,loss
Tony Ferguson,Yves Edwards,win
Tony Ferguson,Aaron Riley,win
Tony Ferguson,Ramsey Nijem,win
Eddie Alvarez,Dustin Poirier,nc
Eddie Alvarez,Conor McGregor,loss
Eddie Alvarez,Rafael Dos Anjos,win
Eddie Alvarez,Anthony Pettis,win
Eddie Alvarez,Gilbert Melendez,win
Eddie Alvarez,Donald Cerrone,loss
Eddie Alvarez,Katsunori Kikuno,win
Eddie Alvarez,Shinya Aoki,loss
Eddie Alvarez,Tatsuya Kawajiri,win
Eddie Alvarez,Joachim Hansen,win
Eddie Alvarez,Andre Amado,win
Edson Barboza,Beneil Dariush,win
Edson Barboza,Gilbert Melendez,win
Edson Barboza,Anthony Pettis,win
Edson Barboza,Tony Ferguson,loss
Edson Barboza,Paul Felder,win
Edson Barboza,Michael Johnson,loss
Edson Barboza,Bobby Green,win
Edson Barboza,Evan Dunham,win
Edson Barboza,Donald Cerrone,loss
Edson Barboza,Danny Castillo,win
Edson Barboza,Rafaello Oliveira,win
Edson Barboza,Lucas Martins,win
Edson Barboza,Jamie Varner,loss
Edson Barboza,Terry Etim,win
Edson Barboza,Ross Pearson,win
Edson Barboza,Anthony Njokuani,win
Edson Barboza,Mike Lullo,win
Justin Gaethje,Michael Johnson,win
Nate Diaz,Conor McGregor,loss
Nate Diaz,Conor McGregor,win
Nate Diaz,Michael Johnson,win
Nate Diaz,Rafael Dos Anjos,loss
Nate Diaz,Gray Maynard,win
Nate Diaz,Josh Thomson,loss
Nate Diaz,Benson Henderson,loss
Nate Diaz,Jim Miller,win
Nate Diaz,Donald Cerrone,win
Nate Diaz,Takanori Gomi,win
Nate Diaz,Rory MacDonald,loss
Nate Diaz,Dong Hyun Kim,loss
Nate Diaz,Marcus Davis,win
Nate Diaz,Rory Markham,win
Nate Diaz,Gray Maynard,loss
Nate Diaz,Melvin Guillard,win
Nate Diaz,Joe Stevenson,loss
Nate Diaz,Clay Guida,loss
Nate Diaz,Josh Neer,win
Nate Diaz,Kurt Pellegrino,win
Nate Diaz,Alvin Robinson,win
Nate Diaz,Junior Assuncao,win
Nate Diaz,Manvel Gamburyan,win
Nate Diaz,Hermes Franca,loss
Nate Diaz,Joe Hurley,win
Nate Diaz,Gilbert Rael,win
Nate Diaz,Tony Juarez,win
Nate Diaz,Alejandro Garcia,win
Kevin Lee,Michael Chiesa,win
Kevin Lee,Francisco Trinaldo,win
Kevin Lee,Magomed Mustafaev,win
Kevin Lee,Jake Matthews,win
Kevin Lee,Efrain Escudero,win
Kevin Lee,Leonardo Santos,loss
Kevin Lee,James Moontasri,win
Kevin Lee,Michel Prazeres,win
Kevin Lee,Jon Tuck,win
Kevin Lee,Jesse Ronson,win
Kevin Lee,Al Iaquinta,loss
Dustin Poirier,Eddie Alvarez,nc
Dustin Poirier,Jim Miller,win
Dustin Poirier,Michael Johnson,loss
Dustin Poirier,Bobby Green,win
Dustin Poirier,Joe Duffy,win
Dustin Poirier,Yancy Medeiros,win
Dustin Poirier,Diego Ferreira,win
Dustin Poirier,Conor McGregor,loss
Dustin Poirier,Akira Corassani,win
Dustin Poirier,Diego Brandao,win
Dustin Poirier,Erik Koch,win
Dustin Poirier,Cub Swanson,loss
Dustin Poirier,Jonathan Brookins,win
Dustin Poirier,Chan Sung Jung,loss
Dustin Poirier,Max Holloway,win
Dustin Poirier,Pablo Garza,win
Dustin Poirier,Jason Young,win
Dustin Poirier,Josh Grispi,win
Dustin Poirier,Zachary Micklewright,win
Dustin Poirier,Danny Castillo,loss
Michael Johnson,Justin Gaethje,loss
Michael Johnson,Khabib Nurmagomedov,loss
Michael Johnson,Dustin Poirier,win
Michael Johnson,Nate Diaz,loss
Michael Johnson,Beneil Dariush,loss
Michael Johnson,Edson Barboza,win
Michael Johnson,Melvin Guillard,win
Michael Johnson,Gleison Tibau,win
Michael Johnson,Joe Lauzon,win
Michael Johnson,Reza Madadi,loss
Michael Johnson,Myles Jury,loss
Michael Johnson,Danny Castillo,win
Michael Johnson,Tony Ferguson,win
Michael Johnson,Shane Roller,win
Michael Johnson,Paul Sass,loss
Michael Johnson,Edward Faaloloto,win
Michael Johnson,Jonathan Brookins,loss
Michael Chiesa,Kevin Lee,loss
Michael Chiesa,Beneil Dariush,win
Michael Chiesa,Jim Miller,win
Michael Chiesa,Mitch Clarke,win
Michael Chiesa,Joe Lauzon,loss
Michael Chiesa,Francisco Trinaldo,win
Michael Chiesa,Colton Smith,win
Michael Chiesa,Jorge Masvidal,loss
Michael Chiesa,Anton Kuivanen,win
Michael Chiesa,Al Iaquinta,win
Al Iaquinta,Diego Sanchez,win
Al Iaquinta,Jorge Masvidal,win
Al Iaquinta,Joe Lauzon,win
Al Iaquinta,Ross Pearson,win
Al Iaquinta,Rodrigo Damm,win
Al Iaquinta,Mitch Clarke,loss
Al Iaquinta,Kevin Lee,win
Al Iaquinta,Piotr Hallmann,win
Al Iaquinta,Ryan Couture,win
Al Iaquinta,Michael Chiesa,loss
